fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en brödlimpa mer eller mindre än en frukostfralla?;Brödlimpa;Frukostfralla;800;60;gram;Hur många gram skiljer det?
Väger en champinjon mer eller mindre än en tomat?;Champinjon;Tomat;18;120;gram;Hur många gram skiljer det?
Väger ett plommon mer eller mindre än ett päron?;Plommon;Päron;60;170;gram;Hur många gram skiljer det?
Väger en kiwi mer eller mindre än en mango?;Kiwi;Mango;90;350;gram;Hur många gram skiljer det?
Väger ett salladshuvud mer eller mindre än en paprika?;Salladshuvud;Paprika;400;150;gram;Hur många gram skiljer det?
Är en pizza i ugnen varmare eller kallare än kokande vatten?;Pizza i ugnen;Kokande vatten;250;100;°C;Hur många grader skiljer det?
Väger en pumpa mer eller mindre än en kålrot?;Pumpa;Kålrot;4000;800;gram;Hur många gram skiljer det?
Väger en smörgåstårta mer eller mindre än en prinsesstårta?;Smörgåstårta;Prinsesstårta;2000;1200;gram;Hur många gram skiljer det?
Har en isglass fler eller färre kalorier än en glasstrut?;Isglass;Glasstrut;50;200;kalorier;Hur många kalorier skiljer det?
Har en chokladkaka fler eller färre kalorier än ett knäckebröd?;Chokladkaka;Knäckebröd;550;30;kalorier;Hur många kalorier skiljer det?
Väger en honungsmelon mer eller mindre än en grapefrukt?;Honungsmelon;Grapefrukt;1800;300;gram;Hur många gram skiljer det?
Väger en persika mer eller mindre än en nektarin?;Persika;Nektarin;150;140;gram;Hur många gram skiljer det?
Väger en lime mer eller mindre än en clementin?;Lime;Clementin;70;75;gram;Hur många gram skiljer det?
Väger en aubergine mer eller mindre än en purjolök?;Aubergine;Purjolök;400;250;gram;Hur många gram skiljer det?
Väger en broccolibukett mer eller mindre än ett blomkålshuvud?;Broccolibukett;Blomkålshuvud;300;500;gram;Hur många gram skiljer det?
Väger en hasselnöt mer eller mindre än en valnöt?;Hasselnöt;Valnöt;2;5;gram;Hur många gram skiljer det?
Har en pepparkaka fler eller färre kalorier än ett digestivekex?;Pepparkaka;Digestivekex;35;70;kalorier;Hur många kalorier skiljer det?
Väger en zucchini mer eller mindre än en rödbeta?;Zucchini;Rödbeta;300;130;gram;Hur många gram skiljer det?
Väger en majskolv mer eller mindre än en rädisa?;Majskolv;Rädisa;300;15;gram;Hur många gram skiljer det?
Har en munk fler eller färre kalorier än en skorpa?;Munk;Skorpa;200;50;kalorier;Hur många kalorier skiljer det?
Väger en marshmallow mer eller mindre än en kolabit?;Marshmallow;Kolabit;8;3;gram;Hur många gram skiljer det?
Väger en lakritsrem mer eller mindre än en klubba?;Lakritsrem;Klubba;10;30;gram;Hur många gram skiljer det?
Är en croissant längre eller kortare än en skorpa?;Croissant;Skorpa;18;6;centimeter;Hur många centimeter skiljer det?
Är en majskolv längre eller kortare än en rädisa?;Majskolv;Rädisa;20;3;centimeter;Hur många centimeter skiljer det?
Har ett granatäpple fler eller färre kalorier än en persika?;Granatäpple;Persika;250;60;kalorier;Hur många kalorier skiljer det?
Väger en selleristjälk mer eller mindre än en rödbeta?;Selleristjälk;Rödbeta;40;130;gram;Hur många gram skiljer det?
Väger ett russin mer eller mindre än en dadel?;Russin;Dadel;0,5;8;gram;Hur många gram skiljer det?
Väger ett björnbär mer eller mindre än ett färskt fikon?;Björnbär;Fikon;5;50;gram;Hur många gram skiljer det?
Väger ett blåbär mer eller mindre än ett granatäpple?;Blåbär;Granatäpple;1;300;gram;Hur många gram skiljer det?
Väger en valnöt mer eller mindre än en mandel?;Valnöt;Mandel;5;1;gram;Hur många gram skiljer det?
Väger en vitlöksklyfta mer eller mindre än ett vitkålshuvud?;Vitlöksklyfta;Vitkålshuvud;5;1200;gram;Hur många gram skiljer det?
Väger ett lingon mer eller mindre än en majskolv?;Lingon;Majskolv;0,3;300;gram;Hur många gram skiljer det?
Väger en jordnöt mer eller mindre än ett granatäpple?;Jordnöt;Granatäpple;1;300;gram;Hur många gram skiljer det?
Har en kladdkaka fler eller färre kalorier än ett blåbär?;Kladdkaka;Blåbär;450;1;kalorier;Hur många kalorier skiljer det?
Väger en zucchini mer eller mindre än en persika?;Zucchini;Persika;300;150;gram;Hur många gram skiljer det?
Väger en laxfilé mer eller mindre än en torskfilé?;Laxfilé;Torskfilé;150;140;gram;Hur många gram skiljer det?
Har kvarg fler eller färre kalorier än naturell yoghurt per 100 gram?;Kvarg;Naturell yoghurt;65;60;kalorier;Hur många kalorier skiljer det?
Har ett wienerbröd fler eller färre kalorier än en mazarin?;Wienerbröd;Mazarin;280;240;kalorier;Hur många kalorier skiljer det?
Väger en cashewnöt mer eller mindre än en pistagenöt?;Cashewnöt;Pistagenöt;1,5;0,7;gram;Hur många gram skiljer det?
Väger en vetebulle mer eller mindre än en semla?;Vetebulle;Semla;90;120;gram;Hur många gram skiljer det?
Har en pannkaka fler eller färre kalorier än en våffla?;Pannkaka;Våffla;90;150;kalorier;Hur många kalorier skiljer det?
Har cheddarost fler eller färre kalorier än camembert per 100 gram?;Cheddarost;Camembert;410;300;kalorier;Hur många kalorier skiljer det?
Väger ett hallon mer eller mindre än ett krusbär?;Hallon;Krusbär;4;6;gram;Hur många gram skiljer det?
Väger en chokladboll mer eller mindre än en dammsugare?;Chokladboll;Dammsugare;40;60;gram;Hur många gram skiljer det?
Väger en skål popcorn mer eller mindre än en skål chips?;Popcorn;Chips;30;50;gram;Hur många gram skiljer det?
Har en bit fudge fler eller färre kalorier än en skiva rågbröd?;Fudge;Rågbröd;160;90;kalorier;Hur många kalorier skiljer det?
Väger en halloumi mer eller mindre än en mozzarellaboll?;Halloumi;Mozzarellaboll;225;125;gram;Hur många gram skiljer det?
Väger en cocktailtomat mer eller mindre än en rabarberstjälk?;Cocktailtomat;Rabarberstjälk;30;80;gram;Hur många gram skiljer det?
Väger en chilifrukt mer eller mindre än en bit färsk ingefära?;Chilifrukt;Ingefära;15;50;gram;Hur många gram skiljer det?
Väger ett paket köttfärs mer eller mindre än en hel kyckling?;Köttfärspaket;Hel kyckling;500;1500;gram;Hur många gram skiljer det?
Har sorbet fler eller färre kalorier än vaniljglass per 100 gram?;Sorbet;Vaniljglass;120;200;kalorier;Hur många kalorier skiljer det?
Väger ett smörpaket mer eller mindre än ett helt stycke lagrad ost?;Smörpaket;Lagrad ost;500;2000;gram;Hur många gram skiljer det?
Väger en färskpotatis mer eller mindre än ett enda kumminfrö?;Färskpotatis;Kumminfrö;50;0,003;gram;Hur många gram skiljer det?
Väger ett baconpaket mer eller mindre än ett paket rökt skinka?;Baconpaket;Rökt skinka;140;1000;gram;Hur många gram skiljer det?
Väger en kringla mer eller mindre än ett enda riskorn?;Kringla;Riskorn;40;0,02;gram;Hur många gram skiljer det?
Väger en köttbulle mer eller mindre än en falafelbiff?;Köttbulle;Falafelbiff;10;30;gram;Hur många gram skiljer det?
Väger ett tortillabröd mer eller mindre än en bit hårt tunnbröd?;Tortillabröd;Tunnbröd;60;20;gram;Hur många gram skiljer det?
Väger en burrataboll mer eller mindre än ett enda saltkorn?;Burrataboll;Saltkorn;150;0,0001;gram;Hur många gram skiljer det?
Har en kopp buljong fler eller färre kalorier än en portion risgrynsgröt?;Buljong;Risgrynsgröt;20;180;kalorier;Hur många kalorier skiljer det?
Väger en cocktailkorv mer eller mindre än en hel rökt korv?;Cocktailkorv;Rökt korv;15;300;gram;Hur många gram skiljer det?
Väger en hel kålrabbi mer eller mindre än ett kokt makaronirör?;Kålrabbi;Makaronirör;400;2;gram;Hur många gram skiljer det?
Väger en vindruva mer eller mindre än en apelsin?;Vindruva;Apelsin;6;140;gram;Hur många gram skiljer det?
Väger en ostbit mer eller mindre än en smörgås?;Ostbit;Smörgås;20;90;gram;Hur många gram skiljer det?
Väger ett ägg mer eller mindre än en potatis?;Ägg;Potatis;60;100;gram;Hur många gram skiljer det?
Väger en morot mer eller mindre än en banan?;Morot;Banan;80;120;gram;Hur många gram skiljer det?
Väger en jordgubbe mer eller mindre än ett äpple?;Jordgubbe;Äpple;15;150;gram;Hur många gram skiljer det?
Väger ett glas mjölk mer eller mindre än en flaska läsk?;Glas mjölk;Flaska läsk;200;500;gram;Hur många gram skiljer det?
Väger en kula glass mer eller mindre än en kanelbulle?;Kula glass;Kanelbulle;60;75;gram;Hur många gram skiljer det?
Väger en skål popcorn mer eller mindre än en godispåse?;Popcorn;Godispåse;40;150;gram;Hur många gram skiljer det?
Väger ett Mariekex mer eller mindre än en chokladkaka?;Mariekex;Chokladkaka;6;100;gram;Hur många gram skiljer det?
Väger en bit lösgodis mer eller mindre än en glasspinne?;Lösgodis;Glasspinne;20;70;gram;Hur många gram skiljer det?
Har en pannkaka fler eller färre kalorier än en hamburgare?;Pannkaka;Hamburgare;90;250;kalorier;Hur många kalorier skiljer det?
Har en smörgås fler eller färre kalorier än en kanelbulle?;Smörgås;Kanelbulle;150;280;kalorier;Hur många kalorier skiljer det?
Har en burk läsk fler eller färre kalorier än en glasstrut?;Burk läsk;Glasstrut;140;200;kalorier;Hur många kalorier skiljer det?
Har en apelsin fler eller färre kalorier än en pizzabit?;Apelsin;Pizzabit;60;285;kalorier;Hur många kalorier skiljer det?
Har en vindruva fler eller färre kalorier än en banan?;Vindruva;Banan;3;105;kalorier;Hur många kalorier skiljer det?
Har en jordgubbe fler eller färre kalorier än en chokladkaka?;Jordgubbe;Chokladkaka;8;550;kalorier;Hur många kalorier skiljer det?
Har en potatis fler eller färre kalorier än en pizzabit?;Potatis;Pizzabit;85;285;kalorier;Hur många kalorier skiljer det?
Väger en hel pizza mer eller mindre än en kula glass?;Hel pizza;Kula glass;350;60;gram;Hur många gram skiljer det?
Väger en godispåse mer eller mindre än en ostbit?;Godispåse;Ostbit;150;20;gram;Hur många gram skiljer det?
Väger en köttbulle mer eller mindre än ett Mariekex?;Köttbulle;Mariekex;20;6;gram;Hur många gram skiljer det?
Har ett glas mjölk fler eller färre kalorier än en pannkaka?;Glas mjölk;Pannkaka;120;90;kalorier;Hur många kalorier skiljer det?
Har en skål popcorn fler eller färre kalorier än ett ägg?;Popcorn;Ägg;120;78;kalorier;Hur många kalorier skiljer det?
Väger en korv med bröd mer eller mindre än en sockerbit?;Korv med bröd;Sockerbit;125;3;gram;Hur många gram skiljer det?
Väger en glasspinne mer eller mindre än en sockerbit?;Glasspinne;Sockerbit;70;3;gram;Hur många gram skiljer det?
Väger en tomat mer eller mindre än en lök?;Tomat;Lök;120;110;gram;Hur många gram skiljer det?
Väger ett päron mer eller mindre än en mango?;Päron;Mango;160;220;gram;Hur många gram skiljer det?
Har en kanelsnurra fler eller färre kalorier än en bulle med vaniljkräm?;Kanelsnurra;Bulle med vaniljkräm;240;260;kalorier;Hur många kalorier skiljer det?
Väger en chokladboll mer eller mindre än en mazarin?;Chokladboll;Mazarin;40;65;gram;Hur många gram skiljer det?
Har en kola fler eller färre kalorier än en gelébit?;Kola;Gelébit;20;16;kalorier;Hur många kalorier skiljer det?
Väger en sockerbit mer eller mindre än ett russin?;Sockerbit;Russin;3;0,3;gram;Hur många gram skiljer det?
Väger en köttbullsmacka mer eller mindre än en köttfärslimpa?;Köttbullsmacka;Köttfärslimpa;250;700;gram;Hur många gram skiljer det?
Har en pannkaka med sylt fler eller färre kalorier än en glass i bägare?;Pannkaka med sylt;Glass i bägare;130;180;kalorier;Hur många kalorier skiljer det?
Är en saltgurka längre eller kortare än en purjolök?;Saltgurka;Purjolök;9;30;centimeter;Hur många centimeter skiljer det?
Väger en chokladpralin mer eller mindre än en kola?;Chokladpralin;Kola;12;4;gram;Hur många gram skiljer det?
Är en chokladstång längre eller kortare än en lakritsstång?;Chokladstång;Lakritsstång;10;15;centimeter;Hur många centimeter skiljer det?
Väger en gräddbulle mer eller mindre än en pepparkaka?;Gräddbulle;Pepparkaka;80;12;gram;Hur många gram skiljer det?
Har en skiva knäckebröd fler eller färre kalorier än en skiva vitt bröd?;Skiva knäckebröd;Skiva vitt bröd;35;75;kalorier;Hur många kalorier skiljer det?
Väger en schalottenlök mer eller mindre än en hel vitlök?;Schalottenlök;Hel vitlök;20;50;gram;Hur många gram skiljer det?
Väger en strut hallon mer eller mindre än en strut blåbär?;Strut hallon;Strut blåbär;125;150;gram;Hur många gram skiljer det?
Är en glasstrut längre eller kortare än en chokladstång?;Glasstrut;Chokladstång;13;10;centimeter;Hur många centimeter skiljer det?
Väger en hel ananas mer eller mindre än en hel honungsmelon?;Hel ananas;Hel honungsmelon;1000;1800;gram;Hur många gram skiljer det?
Har en chokladmuffins fler eller färre kalorier än en muffins utan fyllning?;Chokladmuffins;Muffins;420;360;kalorier;Hur många kalorier skiljer det?
Väger en pumpa mer eller mindre än en gurka?;Pumpa;Gurka;4000;300;gram;Hur många gram skiljer det?
Väger en marshmallow mer eller mindre än en gummibjörn?;Marshmallow;Gummibjörn;8;2;gram;Hur många gram skiljer det?
Har en skål müsli fler eller färre kalorier än en skål havregrynsgröt?;Müsli;Havregrynsgröt;220;150;kalorier;Hur många kalorier skiljer det?
Väger en hel kålrot mer eller mindre än en hel rödbeta?;Hel kålrot;Hel rödbeta;800;130;gram;Hur många gram skiljer det?
Är ett kex längre eller kortare än en grissinistång?;Kex;Grissinistång;5;20;centimeter;Hur många centimeter skiljer det?
Väger en hel chokladkaka mer eller mindre än en kula glass?;Hel chokladkaka;Kula glass;100;60;gram;Hur många gram skiljer det?
Väger en hel vindruvsklase mer eller mindre än ett enda russin?;Vindruvsklase;Russin;500;0,3;gram;Hur många gram skiljer det?
Väger en hel vattenmelon mer eller mindre än ett enda solrosfrö?;Vattenmelon;Solrosfrö;5000;0,05;gram;Hur många gram skiljer det?
Är Neptunus större eller mindre i diameter än Jupiter?;Neptunus;Jupiter;49528;142984;km;Hur många kilometer skiljer det?
Ligger Merkurius längre bort eller närmare Solen än Mars?;Merkurius;Mars;58;228;miljoner km;Hur många miljoner km skiljer det?
Ligger Mars längre bort eller närmare Solen än Saturnus?;Mars;Saturnus;228;1432;miljoner km;Hur många miljoner km skiljer det?
Ligger Neptunus längre bort eller närmare Solen än Saturnus?;Neptunus;Saturnus;4515;1432;miljoner km;Hur många miljoner km skiljer det?
Är dvärgplaneten Pluto större eller mindre i diameter än Jorden?;Pluto;Jorden;2377;12742;km;Hur många kilometer skiljer det?
Tar ett år längre eller kortare tid på Venus än på Merkurius?;Venus;Merkurius;225;88;dagar;Hur många dagar skiljer det?
Har Uranus fler eller färre månar än Neptunus?;Uranus;Neptunus;28;16;månar;Hur många månar skiljer det?
Är Månen större eller mindre i diameter än dvärgplaneten Pluto?;Månen;Pluto;3475;2377;km;Hur många kilometer skiljer det?
Ligger Uranus längre bort eller närmare Solen än dvärgplaneten Pluto?;Uranus;Pluto;2867;5906;miljoner km;Hur många miljoner km skiljer det?
Är Merkurius större eller mindre i diameter än Mars?;Merkurius;Mars;4879;6779;km;Hur många kilometer skiljer det?
Är Solen större eller mindre i diameter än Jupiter?;Solen;Jupiter;1392000;142984;km;Hur många kilometer skiljer det?
Är det varmare eller kallare på Venus än på Solens yta?;Venus;Solens yta;464;5500;°C;Hur många grader skiljer det?
Har Saturnus fler eller färre månar än Jorden?;Saturnus;Jorden;274;1;månar;Hur många månar skiljer det?
Har Månen fler eller färre månar än Jupiter?;Månen;Jupiter;0;97;månar;Hur många månar skiljer det?
Tar ett dygn längre eller kortare tid på Venus än på Jorden?;Venus;Jorden;243;1;dagar;Hur många dagar skiljer det?
Är en Saturn V-raket längre eller kortare än ett passagerarflygplan?;Saturn V-raket;Passagerarflygplan;111;70;meter;Hur många meter skiljer det?
Är Frihetsgudinnan högre eller lägre än Rymdstationen ISS är lång?;Frihetsgudinnan;Rymdstationen ISS;93;109;meter;Hur många meter skiljer det?
Väger James Webb-teleskopet mer eller mindre än Hubbleteleskopet?;James Webb-teleskopet;Hubbleteleskopet;6200;12200;kilo;Hur många kilo skiljer det?
Väger ett barn mer eller mindre än en rymddräkt?;Ett barn;Rymddräkt;25;127;kilo;Hur många kilo skiljer det?
Springer en galopperande häst snabbare eller långsammare än en månbil?;Galopperande häst;Månbil;55;18;km/h;Hur många km/h skiljer det?
Flyger en rymdraket snabbare eller långsammare än en meteorit?;Rymdraket;Meteorit;28000;150000;km/h;Hur många km/h skiljer det?
Väger en Saturn V-raket mer eller mindre än en blåval?;Saturn V-raket;Blåval;2800;150;ton;Hur många ton skiljer det?
Är en skoldag längre eller kortare än den längsta rymdpromenaden?;Skoldag;Längsta rymdpromenaden;6;9;timmar;Hur många timmar skiljer det?
Tar Halleys komet längre eller kortare tid på ett varv runt solen än ett år på jorden?;Halleys komet;Ett år på jorden;76;1;år;Hur många år skiljer det?
Är avståndet från jorden till månen längre eller kortare än från jorden till solen?;Jorden till månen;Jorden till solen;384000;150000000;km;Hur många kilometer skiljer det?
Finns det fler eller färre satelliter runt jorden än stjärnor man kan se med blotta ögat? (2024);Satelliter runt jorden;Stjärnor man ser med blotta ögat;12000;4500;antal;Hur många skiljer det?
Tar en resa till Mars längre eller kortare tid än Apollos resa till månen?;Resa till Mars;Apollos resa till månen;200;4;dagar;Hur många dagar skiljer det?
Är en Saturn V-raket längre eller kortare än en rymdfärja?;Saturn V-raket;Rymdfärja;111;56;meter;Hur många meter skiljer det?
Väger Mars-roven Perseverance mer eller mindre än den första satelliten Sputnik?;Mars-roven Perseverance;Satelliten Sputnik;1025;83,6;kilo;Hur många kilo skiljer det?
Väger Apollos månlandare mer eller mindre än månbilen?;Apollos månlandare;Månbilen;14900;210;kilo;Hur många kilo skiljer det?
Väger en astronaut mer på jorden eller på månen?;Astronaut på jorden;Astronaut på månen;84;14;kilo;Hur många kilo skiljer det?
Är rymdsonden Voyager 1 längre bort från jorden än avståndet jorden–solen?;Voyager 1 från jorden;Avståndet jorden–solen;24600;150;miljoner km;Hur många miljoner km skiljer det?
Väger en rymddräkt mer eller mindre än en dykardräkt?;Rymddräkt;Dykardräkt;125;23;kilo;Hur många kilo skiljer det?
Är en Falcon 9-raket högre eller lägre än Frihetsgudinnan?;Falcon 9-raket;Frihetsgudinnan;70;93;meter;Hur många meter skiljer det?
Lyser norrsken högre eller lägre upp i luften än Mount Everests topp?;Norrsken;Mount Everests topp;100;8,8;km;Hur många km skiljer det?
Brinner ett stjärnfall högre eller lägre upp än ett passagerarflygplan flyger?;Stjärnfall;Passagerarflygplan flyger;80;11;km;Hur många km skiljer det?
Är avståndet till fullmånen längre eller kortare än ett varv runt jorden?;Avståndet till fullmånen;Ett varv runt jorden;384000;40000;km;Hur många kilometer skiljer det?
Är asteroiden Ceres bredare eller smalare än Sverige är långt?;Asteroiden Ceres;Sverige på längden;940;1572;km;Hur många kilometer skiljer det?
Är Mount Everest högre eller lägre än kometen Halleys kärna är lång?;Mount Everest;Kometen Halleys kärna;8,8;15;km;Hur många km skiljer det?
Väger en tub rymdmat mer eller mindre än en hamburgare?;Tub rymdmat;Hamburgare;150;250;gram;Hur många gram skiljer det?
Väger en Apollo-rymdkapsel mer eller mindre än en afrikansk elefant?;Apollo-rymdkapsel;Afrikansk elefant;5800;6000;kilo;Hur många kilo skiljer det?
Väger en blåval mer eller mindre än Rymdstationen ISS?;Blåval;Rymdstationen ISS;150;420;ton;Hur många ton skiljer det?
Flyger rymdsonden Voyager snabbare eller långsammare än en gevärskula?;Rymdsonden Voyager;Gevärskula;61000;3600;km/h;Hur många km/h skiljer det?
Är James Webb-teleskopets spegel bredare eller smalare än en vuxen människa är lång?;James Webb-teleskopets spegel;Vuxen människa;6,5;1,8;meter;Hur många meter skiljer det?
Är en kometsvans längre eller kortare än avståndet jorden–solen?;Kometsvans;Avståndet jorden–solen;100;150;miljoner km;Hur många miljoner km skiljer det?
Väger en husbil mer eller mindre än meteoriten Hoba (störst på jorden)?;Husbil;Meteoriten Hoba;3,5;60;ton;Hur många ton skiljer det?
Väger en månlandare mer eller mindre än en tankbil?;Apollos månlandare;Tankbil;14900;26000;kilo;Hur många kilo skiljer det?
Är en rymdkapsels fallskärm bredare eller smalare än en simbassäng är lång?;Rymdkapsels fallskärm;Simbassäng;35;25;meter;Hur många meter skiljer det?
Varar en total solförmörkelse längre eller kortare än en skolrast?;Total solförmörkelse;Skolrast;7;20;minuter;Hur många minuter skiljer det?
Har en vinterjacka fler eller färre lager än en rymddräkt?;Vinterjacka;Rymddräkt;4;14;lager;Hur många lager skiljer det?
Är asteroiden Vesta bredare eller smalare än asteroiden Ceres?;Asteroiden Vesta;Asteroiden Ceres;525;940;km;Hur många kilometer skiljer det?
Flyger Hubbleteleskopet högre eller lägre över jorden än ett passagerarflygplan?;Hubbleteleskopet;Passagerarflygplan;540;11;km;Hur många km skiljer det?
Är en Falcon 9-raket bredare eller smalare än en buss är lång?;Falcon 9-rakets bredd;Buss på längden;3,7;12;meter;Hur många meter skiljer det?
Väger en rymdfärja mer eller mindre än en blåval?;Rymdfärja;Blåval;2000;150;ton;Hur många ton skiljer det?
Är ett rymdskrotsstycke som spåras runt jorden snabbare eller långsammare än en gevärskula? (2024);Rymdskrot runt jorden;Gevärskula;28000;3600;km/h;Hur många km/h skiljer det?
Är en pingisboll större eller mindre i diameter än en volleyboll?;Pingisboll;Volleyboll;4;21;centimeter;Hur många centimeter skiljer det?
Är ett bowlingklot större eller mindre i diameter än en golfboll?;Bowlingklot;Golfboll;21,8;4,3;centimeter;Hur många centimeter skiljer det?
Är en tennisboll större eller mindre i diameter än en handboll?;Tennisboll;Handboll;6,7;19;centimeter;Hur många centimeter skiljer det?
Väger ett bowlingklot mer eller mindre än en golfboll?;Bowlingklot;Golfboll;7000;46;gram;Hur många gram skiljer det?
Väger en pingisboll mer eller mindre än en fotboll?;Pingisboll;Fotboll;2,7;430;gram;Hur många gram skiljer det?
Väger en basketboll mer eller mindre än en tennisboll?;Basketboll;Tennisboll;600;57;gram;Hur många gram skiljer det?
Väger en ishockeypuck mer eller mindre än en tennisboll?;Ishockeypuck;Tennisboll;170;57;gram;Hur många gram skiljer det?
Är det fler eller färre spelare i ett ishockeylag på isen än i ett fotbollslag?;Ishockeylag;Fotbollslag;6;11;antal;Hur många spelare skiljer det?
Är det fler eller färre spelare på planen i ett handbollslag än i ett basketlag?;Handbollslag;Basketlag;7;5;antal;Hur många spelare skiljer det?
Är det fler eller färre spelare på planen i ett basketlag än i ett fotbollslag?;Basketlag;Fotbollslag;5;11;antal;Hur många spelare skiljer det?
Är det fler eller färre spelare på planen i ett volleybollag än i ett handbollslag?;Volleybollag;Handbollslag;6;7;antal;Hur många spelare skiljer det?
Är en basketplan längre eller kortare än en fotbollsplan?;Basketplan;Fotbollsplan;28;105;meter;Hur många meter skiljer det?
Är en simbassäng i OS längre eller kortare än en tennisbana?;Simbassäng;Tennisbana;50;23,77;meter;Hur många meter skiljer det?
Är en ishockeyrink längre eller kortare än en basketplan?;Ishockeyrink;Basketplan;60;28;meter;Hur många meter skiljer det?
Är ett hundrameterslopp längre eller kortare än ett maratonlopp?;Hundrameterslopp;Maratonlopp;100;42195;meter;Hur många meter skiljer det?
Slår en tennisserve fortare eller långsammare än ett ishockeyslagskott?;Tennisserve;Ishockeyslagskott;200;160;km/h;Hur många km/h skiljer det?
Slår ett hårt fotbollsskott fortare eller långsammare än ett ishockeyslagskott?;Fotbollsskott;Ishockeyslagskott;120;160;km/h;Hur många km/h skiljer det?
Slår en tennisserve fortare eller långsammare än ett hårt fotbollsskott?;Tennisserve;Fotbollsskott;200;120;km/h;Hur många km/h skiljer det?
Är en tennisbana längre eller kortare än en fotbollsplan?;Tennisbana;Fotbollsplan;23,77;105;meter;Hur många meter skiljer det?
Är världsrekordet i stavhopp högre eller lägre än rekordet i höjdhopp?;Stavhopp;Höjdhopp;6,3;2,45;meter;Hur många meter skiljer det?
Är världsrekordet i längdhopp längre eller kortare än rekordet i stavhopp?;Längdhopp;Stavhopp;8,95;6,3;meter;Hur många meter skiljer det?
Är en ishockeymatch längre eller kortare i speltid än en fotbollsmatch?;Ishockeymatch;Fotbollsmatch;60;90;minuter;Hur många minuter skiljer det?
Väger en curlingsten mer eller mindre än en bandyboll?;Curlingsten;Bandyboll;19000;60;gram;Hur många gram skiljer det?
Väger en diskus mer eller mindre än en stötkula (herr)?;Diskus;Stötkula;2000;7260;gram;Hur många gram skiljer det?
Väger ett spjut mer eller mindre än en diskus?;Spjut;Diskus;800;2000;gram;Hur många gram skiljer det?
Väger en bowlingkägla mer eller mindre än en boxningshandske?;Bowlingkägla;Boxningshandske;1530;280;gram;Hur många gram skiljer det?
Väger ett basebollträ mer eller mindre än en tennisracket?;Basebollträ;Tennisracket;1000;300;gram;Hur många gram skiljer det?
Slår en badmintonsmash fortare eller långsammare än en galopphäst springer?;Badmintonsmash;Galopphäst;400;65;km/h;Hur många km/h skiljer det?
Kör en Formel 1-bil fortare eller långsammare än en skridskoåkare åker?;Formel 1-bil;Skridskoåkare;350;60;km/h;Hur många km/h skiljer det?
Springer en maratonlöpare fortare eller långsammare än en travhäst?;Maratonlöpare;Travhäst;20;50;km/h;Hur många km/h skiljer det?
Åker en alpin störtloppsåkare fortare eller långsammare än en skridskoåkare?;Störtloppsåkare;Skridskoåkare;130;60;km/h;Hur många km/h skiljer det?
Sitter en basketkorg högre eller lägre än ett volleybollnät är högt?;Basketkorg;Volleybollnät;3,05;2,43;meter;Hur många meter skiljer det?
Är ett tennisnät högre eller lägre än ett volleybollnät?;Tennisnät;Volleybollnät;0,91;2,43;meter;Hur många meter skiljer det?
Är en bandyplan längre eller kortare än en curlingbana?;Bandyplan;Curlingbana;110;45;meter;Hur många meter skiljer det?
Är en bowlingbana längre eller kortare än en curlingbana?;Bowlingbana;Curlingbana;18;45;meter;Hur många meter skiljer det?
Är en basketring större eller mindre i diameter än ett golfhål?;Basketring;Golfhål;45;10,8;centimeter;Hur många centimeter skiljer det?
Är en ishockeypuck större eller mindre i diameter än en frisbee?;Ishockeypuck;Frisbee;7,6;27;centimeter;Hur många centimeter skiljer det?
Är diametern på ett cykelhjul större eller mindre än längden på en skateboard?;Cykelhjul;Skateboard;70;80;centimeter;Hur många centimeter skiljer det?
Är det fler eller färre bowlingkäglor än biljardbollar i ett spel?;Bowlingkäglor;Biljardbollar;10;16;antal;Hur många skiljer det?
Är det fler eller färre ringar i den olympiska flaggan än spelare på planen i ett innebandylag?;Olympiska ringar;Innebandyspelare;5;6;antal;Hur många skiljer det?
Är det fler eller färre pjäser än rutor på ett schackbräde vid spelets start?;Schackpjäser;Schackrutor;32;64;antal;Hur många skiljer det?
Bränner en timmes simning fler eller färre kalorier än en timmes promenad?;Simning;Promenad;500;300;kalorier;Hur många kalorier skiljer det?
Bränner en timmes löpning fler eller färre kalorier än en timmes yoga?;Löpning;Yoga;700;180;kalorier;Hur många kalorier skiljer det?
Bränner en timmes styrketräning fler eller färre kalorier än en timmes dans?;Styrketräning;Dans;220;330;kalorier;Hur många kalorier skiljer det?
Är ett fotbollsmål bredare eller smalare än ett handbollsmål?;Fotbollsmål;Handbollsmål;7,32;3;meter;Hur många meter skiljer det?
Är ett handbollsmål högre eller lägre än ett fotbollsmål?;Handbollsmål;Fotbollsmål;2;2,44;meter;Hur många meter skiljer det?
Är en golfbana längre eller kortare än ett 400-meterslopp på en löparbana?;Golfbana;400-meterslopp;6000;400;meter;Hur många meter skiljer det?
Tar fler eller färre åskådare plats på fotbollsarenan Camp Nou än i Globen?;Camp Nou;Globen;99000;16000;antal;Hur många åskådare skiljer det?
Är en bandyboll större eller mindre i diameter än en basketboll?;Bandyboll;Basketboll;6;24;centimeter;Hur många centimeter skiljer det?
Är ett simhoppstorn högre eller lägre än en svikt i simhopp?;Simhoppstorn;Svikt;10;3;meter;Hur många meter skiljer det?
Åker en längdskidåkare fortare eller långsammare än en alpin störtloppsåkare?;Längdskidåkare;Störtloppsåkare;25;110;km/h;Hur många km/h skiljer det?
